datetime	lat	long	alt	vel_x	vel_y	vel_z	acc_x	elevation	source	location	vehicle	device	freq	sig_strength	sig_strength_Dbm		
47:52.5	33.1494287	-116.6578436	22.75012207	0.500345945	-1.56184721	-0.22543031		22.75012207	0	1	0	0	470.309	-20.09388	-68.20819328		
47:54.8	33.14948149	-116.6579233	22.40612793	3.89699316	-4.275559902	0.019036347		22.40612793	0	1	0	0	470.309	-16.002758	-64.09252455		
47:57.2	33.1495702	-116.6580199	22.42712402	4.455221653	-3.745208979	0.293090016		22.42712402	0	1	0	0	470.309	-19.101158	-67.20951495		
47:59.7	33.14967584	-116.6581357	22.32250977	4.351318359	-4.995882511	0.14765808		22.32250977	0	1	0	0	470.309	-15.378844	-63.46486706		
48:02.2	33.14970925	-116.6581846	19.37097168	0.671549261	-0.842777073	-2.018685579		19.37097168	0	1	0	0	470.309	-16.152256	-64.24291954		
48:04.8	33.14974864	-116.658229	13.7434082	1.542617917	-2.356820583	-1.21591115		13.7434082	0	1	0	0	470.309	-21.985577	-71.15544584		
48:07.2	33.14976356	-116.6582614	10.47009277	0.136837617	-0.360705972	-2.552190304		10.47009277	0	1	0	0	470.309	-21.525211	-69.64811227		
48:09.6	33.14976488	-116.6582559	6.506469727	0.074218847	0.286797047	-1.34601438		6.506469727	0	1	0	0	470.309	-21.140619	-69.26121271		
48:12.0	33.14976951	-116.6582575	6.141845703	0.395298302	-1.091442704	0.031419281		6.141845703	0	1	0	0	470.309	-21.399796	-69.52194478		
48:14.4	33.14977482	-116.6582658	5.890625	0.307978779	-0.664938331	0.014590577		5.890625	0	1	0	0	470.309	-19.57122	-67.68239732		
48:16.8	33.14978003	-116.6582699	5.407958984	0.395068109	-0.404565394	-0.176798597		5.407958984	0	1	0	0	470.309	-18.744999	-66.85121899		
48:19.2	33.1497819	-116.6582706	5.462036133	-0.274675041	-0.498672396	0.053293206		5.462036133	0	1	0	0	470.309	-21.254259	-69.37553455		
48:21.6	33.14977907	-116.6582722	5.297973633	-0.268356293	-0.653303504	-0.003493377		5.297973633	0	1	0	0	470.309	-21.142099	-69.26270159		
48:24.1	33.1497774	-116.6582765	5.005004883	-0.012606597	0.014426493	-0.4395926		5.005004883	0	1	0	0	470.309	-20.770117	-68.8884877		
48:26.5	33.14977484	-116.6582743	3.986572266	-0.498847514	0.047161005	-0.178898528		3.986572266	0	1	0	0	470.309	-22.139544	-71.30109862		
48:29.0	33.14977472	-116.6582743	4.106201172	-0.130952463	-0.13315244	0.052878536		4.106201172	0	1	0	0	470.309	-22.396919	-71.54457537		
48:31.4	33.14977552	-116.6582729	4.131713867	-0.02801385	-0.022104833	-0.000635914		4.131713867	0	1	0	0	470.309	-22.994108	-72.10951617		
48:33.8	33.14977546	-116.6582726	4.040893555	-0.029253742	-0.013904394	0.004181853		4.040893555	0	1	0	0	470.309	-21.575331	-69.69853299		
48:36.2	33.14977531	-116.6582719	3.943603516	-0.025528286	-0.011562737	0.00027383		3.943603516	0	1	0	0	470.309	-24.713772	-73.73631831		
48:38.6	33.14977512	-116.6582711	3.876586914	-0.032415729	-0.013169794	0.008327076		3.876586914	0	1	0	0	470.309	-19.029028	-67.13695217		
48:41.0	33.14977494	-116.6582705	3.90234375	-0.025317688	-0.01321872	-0.001557592		3.90234375	0	1	0	0	470.309	-19.795105	-67.90762563		
48:43.4	33.14977473	-116.65827	3.938232422	-0.026201401	-0.015963983	0.00473137		3.938232422	0	1	0	0	470.309	-23.971432	-73.03406467		
48:45.8	33.14977453	-116.6582697	3.939086914	-0.030234108	-0.015958011	0.001387234		3.939086914	0	1	0	0	470.309	-16.659161	-64.75286597		
48:48.3	33.14977434	-116.6582694	3.91809082	-0.032675527	-0.011893266	-0.003371594		3.91809082	0	1	0	0	470.309	-24.685553	-73.70962314		
48:50.7	33.14977419	-116.6582692	3.888916016	-0.021629842	-0.01676435	0.000757257		3.888916016	0	1	0	0	470.309	-23.337793	-72.43464218		
48:53.2	33.14977404	-116.658269	3.911010742	-0.031002048	-0.017316772	0.008776229		3.911010742	0	1	0	0	470.309	-25.000792	-74.00783923		
48:55.6	33.14977388	-116.6582688	3.926879883	-0.058945075	-0.086930551	0.097253561		3.926879883	0	1	0	0	470.309	-21.158808	-69.27951085		
48:58.0	33.14977223	-116.6582707	4.000244141	-0.129315689	-0.121375069	0.002847425		4.000244141	0	1	0	0	470.309	-23.008659	-72.12328141		
49:00.4	33.14977223	-116.6582707	4.000244141	-0.129315689	-0.121375069	0.002847425		4.000244141	0	1	0	0	470.309	-21.478756	-69.60137854		
02:42.3	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-19.113165	-67.22159399		
02:44.7	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-23.731464	-72.80705494		
02:47.1	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-25.340548	-74.32924841		
02:49.4	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-20.015106	-68.12894664		
02:51.8	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-25.514132	-74.49345887		
02:54.2	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-24.172798	-73.22455691		
02:56.6	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-25.396132	-74.38183087		
02:59.0	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-17.250814	-65.34806888		
03:01.3	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-20.40941	-68.52561646		
03:03.7	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-15.541853	-63.62885412		
03:06.1	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-26.918623	-75.82210736		
03:08.5	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-24.463621	-73.49967547		
03:10.9	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-26.43622	-75.36575412		
03:13.2	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-20.952244	-69.07170746		
03:15.6	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-18.090233	-66.1925244		
03:18.0	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-26.681669	-75.59794887		
03:20.4	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-20.973083	-69.0926715		
03:22.8	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-23.888893	-72.95598278		
03:25.2	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-15.993429	-64.08313957		
03:27.6	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-19.960167	-68.073678		
03:30.0	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-14.933628	-63.01697977		
03:32.4	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-22.77363	-71.90094398		
03:34.8	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-20.060226	-68.17433736		
03:37.1	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-21.598021	-69.72135913		
03:39.6	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-19.538843	-67.64982606		
03:42.0	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-22.94816	-72.06604936		
03:44.4	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-19.536613	-67.64758268		
03:46.8	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-17.547819	-65.64685591		
03:49.2	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-20.044321	-68.15833693		
03:51.6	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-20.88789	-69.00696734		
03:53.9	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-19.955526	-68.06900916		
03:56.3	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-16.880867	-64.9759022		
03:58.8	33.14881168	-116.6571905	2.10168457	0.004691624	0.00389619	-0.003529957		2.10168457	1	2	0	0	470.309	-22.090734	-71.25492436		
04:01.3	33.14881168	-116.6571905	2.053222656	-0.001594714	-0.001208659	-0.007764072		2.053222656	1	2	0	0	470.309	-19.128214	-67.23673328		
04:03.9	33.14881168	-116.6571905	2.030639648	0.005329441	-0.002842797	-0.012630243		2.030639648	1	2	0	0	470.309	-16.956169	-65.05165601		
04:06.5	33.14881169	-116.6571905	2.024169922	-0.003574588	0.000600887	-0.014129253		2.024169922	1	2	0	0	470.309	-17.525038	-65.62393823		
04:09.0	33.14881169	-116.6571906	1.991699219	-0.000951563	-0.002176421	-0.012377057		1.991699219	1	2	0	0	470.309	-17.859619	-65.96052671		
04:11.4	33.14881169	-116.6571906	1.955566406	0.001372608	-0.00278654	-0.011350895		1.955566406	1	2	0	0	470.309	-17.642309	-65.74191285		
04:13.8	33.14881167	-116.6571906	1.934814453	-2.15E-05	-0.002565317	-0.00081676		1.934814453	1	2	0	0	470.309	-18.66987	-66.77563922		
04:16.2	33.14881164	-116.6571907	2.002807617	0.000549736	-0.001371944	-0.002996288		2.002807617	1	2	0	0	470.309	-18.269274	-66.37263964		
04:18.6	33.1488116	-116.6571908	2.029907227	-0.002088473	0.00242173	-0.006801898		2.029907227	1	2	0	0	470.309	-21.170326	-69.29109796		
04:21.0	33.14881154	-116.6571908	2.019287109	0.001369389	-0.000614808	-0.007413939		2.019287109	1	2	0	0	470.309	-19.41979	-67.53005874		
04:23.4	33.14881148	-116.6571909	1.97253418	0.00860732	0.006565454	-0.013737998		1.97253418	1	2	0	0	470.309	-21.859991	-69.98490095		
04:25.8	33.14881215	-116.6571881	5.00769043	-0.103911266	-0.044458758	3.73687458		5.00769043	1	2	0	0	470.309	-15.586099	-63.67336559		
04:28.2	33.14880995	-116.657189	15.09338379	0.114928335	0.1889631	3.842645168		15.09338379	1	2	0	0	470.309	-20.473156	-68.58974494		
04:30.6	33.14881202	-116.6571859	24.57958984	0.099647723	-0.101673029	3.989850283		24.57958984	1	2	0	0	470.309	-17.245464	-65.34268678		
04:33.0	33.14881281	-116.6571895	32.15454102	-0.266090274	0.105993941	0.425694942		32.15454102	1	2	0	0	470.309	-19.163336	-67.27206602		
04:35.4	33.14881184	-116.657189	35.31408691	0.183931127	0.075978577	2.352750778		35.31408691	1	2	0	0	470.309	-15.059931	-63.14404059		
04:37.8	33.14880983	-116.6571877	41.24438477	0.090585083	0.198047176	2.662737846		41.24438477	1	2	0	0	470.309	-16.743141	-64.83734985		
04:40.2	33.14881174	-116.6571853	47.56469727	0.171273798	-0.125107497	2.62567091		47.56469727	1	2	0	0	470.309	-16.304508	-64.39608505		
04:42.6	33.14881062	-116.6571877	50.65649414	-0.293340057	-0.104978293	-0.144779772		50.65649414	1	2	0	0	470.309	-22.294939	-71.44810229		
04:45.0	33.14881372	-116.6571978	50.08691406	2.267488003	-2.721575737	0.014452323		50.08691406	1	2	0	0	470.309	-17.174915	-65.27171449		
04:47.4	33.14892375	-116.6573286	50.20495605	6.672518253	-6.611359119	-0.126648188		50.20495605	1	2	0	0	470.309	-16.855146	-64.95002688		
04:49.8	33.14907802	-116.6575191	50.18371582	7.542775154	-7.801802158	0.097288072		50.18371582	1	2	0	0	470.309	-17.121126	-65.21760276		
04:52.2	33.14923723	-116.6577263	50.24145508	7.297960281	-8.142567635	0.29488492		50.24145508	1	2	0	0	470.309	-19.134586	-67.24314352		
04:54.6	33.14939468	-116.6579366	50.55053711	7.274549484	-8.275683403	0.017062861		50.55053711	1	2	0	0	470.309	-17.89143	-65.99252858		
04:57.0	33.14954447	-116.6581463	50.81811523	6.710518837	-7.570266724	0.079050168		50.81811523	1	2	0	0	470.309	-20.120951	-68.23542671		
04:59.4	33.14968635	-116.6583309	50.72314453	6.455303192	-6.831328392	0.033345941		50.72314453	1	2	0	0	470.309	-20.936857	-69.05622814		
05:01.8	33.14982502	-116.6585088	50.79296875	6.503716469	-7.020440102	-0.073583968		50.79296875	1	2	0	0	470.309	-18.103373	-66.20574324		
05:04.1	33.14996603	-116.6586888	50.45007324	6.619025707	-7.141736984	-0.345280766		50.45007324	1	2	0	0	470.309	-15.838532	-63.92731319		
05:06.5	33.15011361	-116.6588767	50.51965332	7.366019249	-7.579864979	-0.138595819		50.51965332	1	2	0	0	470.309	-17.990002	-66.09169201		
05:08.9	33.15028219	-116.6590837	50.35559082	8.491488457	-8.237400055	0.394196153		50.35559082	1	2	0	0	470.309	-18.06632	-66.16846792		
05:11.2	33.15046571	-116.6592755	50.35009766	8.26355648	-6.824907303	0.432806492		50.35009766	1	2	0	0	470.309	-18.208839	-66.31184203		
05:13.7	33.15063508	-116.6594487	50.97912598	7.535382748	-6.734837532	-0.05136276		50.97912598	1	2	0	0	470.309	-16.437328	-64.52970197		
05:16.0	33.15079653	-116.659635	51.0715332	7.693646431	-7.854948044	-0.052499492		51.0715332	1	2	0	0	470.309	-17.394299	-65.49241479		
05:18.5	33.15097946	-116.6598509	50.9510498	8.541532516	-8.640435219	-0.475313008		50.9510498	1	2	0	0	470.309	-18.84329	-66.95009974		
05:20.9	33.15117294	-116.6600654	50.39257813	8.492655754	-6.900650978	0.452206969		50.39257813	1	2	0	0	470.309	-16.169991	-64.26076095		
05:23.4	33.15133779	-116.6602278	50.7265625	5.214272976	-4.952030182	0.342909038		50.7265625	1	2	0	0	470.309	-17.357466	-65.4553608		
05:25.9	33.15137335	-116.6602923	51.05358887	-2.032785177	-2.167327642	-0.362409353		51.05358887	1	2	0	0	470.309	-17.975294	-66.07689576		
05:28.3	33.15130626	-116.6603776	51.27319336	-2.061145067	-1.551472664	-0.152677611		51.27319336	1	2	0	0	470.309	-17.104956	-65.20133574		
05:30.8	33.15129293	-116.6603817	51.04833984	-0.123988405	0.014870618	-0.196753487		51.04833984	1	2	0	0	470.309	-16.565073	-64.65821344		
05:33.2	33.15129454	-116.6603814	50.67004395	-0.074626938	-0.158778355	-0.055584371		50.67004395	1	2	0	0	470.309	-18.706715	-66.81270529		
05:35.7	33.15125507	-116.6604286	50.56018066	-4.76384449	-4.099814892	0.132070109		50.56018066	1	2	0	0	470.309	-17.146103	-65.24272962		
05:38.1	33.15111971	-116.6605813	50.91015625	-7.495455742	-6.540174961	-0.227901533		50.91015625	1	2	0	0	470.309	-17.379536	-65.47756322		
05:40.6	33.15094109	-116.6607691	50.32727051	-8.331253052	-7.222512245	0.319974214		50.32727051	1	2	0	0	470.309	-14.791769	-62.87426961		
05:43.0	33.15075997	-116.6609352	50.47216797	-8.27107811	-5.959414959	0.069062717		50.47216797	1	2	0	0	470.309	-17.624659	-65.72415695		
05:45.5	33.15062336	-116.661055	51.34692383	-2.465023041	-1.458625317	0.029677693		51.34692383	1	2	0	0	470.309	-19.794518	-67.90703511		
05:47.9	33.15059196	-116.6610298	51.34887695	-3.359878302	4.28598547	-0.861398995		51.34887695	1	2	0	0	470.309	-16.785553	-64.88001632		
05:50.3	33.15045101	-116.660825	50.16442871	-8.488534927	11.14074421	0.315012485		50.16442871	1	2	0	0	470.309	-18.126026	-66.22853216		
05:52.8	33.15025541	-116.6604839	50.50146484	-8.924233437	13.48722267	0.217859849		50.50146484	1	2	0	0	470.309	-13.963366	-62.0408962		
05:55.2	33.15007173	-116.6601683	50.99633789	-9.024711609	11.23085785	0.026660733		50.99633789	1	2	0	0	470.309	-18.240477	-66.34366986		
05:57.6	33.14986378	-116.6598778	50.89599609	-10.62124634	11.49018574	-0.145441338		50.89599609	1	2	0	0	470.309	-16.321918	-64.41359951		
06:00.0	33.14962528	-116.6595843	50.84436035	-11.15878296	11.73676968	-0.156830698		50.84436035	1	2	0	0	470.309	-20.114956	-68.22939574		
06:02.4	33.14939184	-116.6592723	50.54541016	-10.75162506	12.16082287	-0.132781506		50.54541016	1	2	0	0	470.309	-17.01565	-65.1114939		
06:04.8	33.14915323	-116.6589505	50.69848633	-11.96883106	13.18066883	-0.050726324		50.69848633	1	2	0	0	470.309	-20.163307	-68.27803684		
06:07.2	33.14888584	-116.6586112	50.43200684	-12.75436687	13.68168354	0.153008208		50.43200684	1	2	0	0	470.309	-16.76012	-64.85443072		
06:09.6	33.14860283	-116.6582553	50.58276367	-12.96756363	13.62001419	-0.143098727		50.58276367	1	2	0	0	470.309	-15.783334	-63.871784		
06:12.0	33.1483437	-116.6579135	50.87609863	-11.67200279	13.4666481	-0.257934004		50.87609863	1	2	0	0	470.309	-15.325051	-63.41075131		
06:14.4	33.14808464	-116.6575513	50.18847656	-12.33940506	14.58982372	0.218664765		50.18847656	1	2	0	0	470.309	-17.530758	-65.62969255		
06:16.9	33.14780624	-116.6571599	50.80859375	-13.32300377	15.23358822	0.07617262		50.80859375	1	2	0	0	470.309	-13.886954	-61.96402572		
06:19.4	33.14749266	-116.6567513	51.07128906	-14.10178852	15.48326302	-0.268976063		51.07128906	1	2	0	0	470.309	-17.015982	-65.11182789		
06:21.9	33.14718033	-116.6563354	50.6348877	-13.11974716	14.68819618	0.063244425		50.6348877	1	2	0	0	470.309	-16.634741	-64.72829945		
06:24.5	33.14689876	-116.6559502	50.68481445	-12.33307552	13.87592316	0.121923923		50.68481445	1	2	0	0	470.309	-17.185879	-65.28274427		
06:26.9	33.14662834	-116.6555971	50.8248291	-11.3274107	12.42284775	-0.062889606		50.8248291	1	2	0	0	470.309	-16.797174	-64.89170704		
06:29.5	33.14643704	-116.6553361	51.19348145	-4.775480747	5.507448673	-0.149058446		51.19348145	1	2	0	0	470.309	-16.463768	-64.55630061		
06:31.9	33.14639715	-116.6552738	50.17871094	0.196371019	-0.044518478	-0.12708585		50.17871094	1	2	0	0	470.309	-17.699911	-65.79986047		
06:34.3	33.14639977	-116.6552784	50.15759277	-0.229091629	0.230041385	0.152270108		50.15759277	1	2	0	0	470.309	-16.958237	-65.05373642		
06:36.7	33.14639347	-116.6552874	50.40075684	-0.603781879	-1.012985826	0.202725947		50.40075684	1	2	0	0	470.309	-18.083981	-66.18623489		
06:39.1	33.14637221	-116.6553359	50.50158691	-3.207556725	-3.791623116	0.070202462		50.50158691	1	2	0	0	470.309	-17.842157	-65.94295994		
06:41.5	33.14633121	-116.6554028	51.09680176	1.973133564	1.229187369	-0.146651149		51.09680176	1	2	0	0	470.309	-15.066469	-63.15061781		
06:43.9	33.14645175	-116.6552819	50.49072266	5.749614716	5.130485058	0.002092462		50.49072266	1	2	0	0	470.309	-16.945807	-65.04123184		
06:46.4	33.14649847	-116.6552347	50.95068359	0.159885675	0.201798156	-0.250538349		50.95068359	1	2	0	0	470.309	-14.617318	-62.69877191		
06:48.8	33.14649878	-116.6552358	50.70007324	0.070123367	-0.053008471	-0.042431224		50.70007324	1	2	0	0	470.309	-18.551163	-66.65621998		
06:51.2	33.14651596	-116.6552128	50.80029297	2.843791723	3.039877176	-0.040972009		50.80029297	1	2	0	0	470.309	-17.2661	-65.3634466		
06:53.6	33.14661489	-116.6550952	50.55004883	5.888816357	5.551784992	-0.010454986		50.55004883	1	2	0	0	470.309	-18.126692	-66.22920215		
06:56.0	33.14670539	-116.6549946	50.71740723	2.35792613	2.249820948	-0.06718453		50.71740723	1	2	0	0	470.309	-18.3193	-66.4229658		
06:58.4	33.1467711	-116.6549137	50.36181641	3.578418255	3.613892078	0.105724469		50.36181641	1	2	0	0	470.309	-18.693312	-66.79922187		
07:00.8	33.14684681	-116.6548286	50.64025879	1.967891455	2.193719864	0.12642616		50.64025879	1	2	0	0	470.309	-18.159842	-66.26255105		
07:03.2	33.14685232	-116.6547826	50.90307617	-3.247605801	3.403405905	-0.180409864		50.90307617	1	2	0	0	470.309	-15.941012	-64.03040807		
07:05.5	33.14671748	-116.6546327	50.30285645	-8.647294998	8.440880775	-0.110379919		50.30285645	1	2	0	0	470.309	-16.70899	-64.80299394		
07:07.9	33.14651971	-116.6543646	50.31286621	-6.733448029	12.3977108	0.266632944		50.31286621	1	2	0	0	470.309	-16.275358	-64.36676015		
07:10.3	33.14635632	-116.6540535	50.6373291	-8.099657059	12.08975124	0.113531202		50.6373291	1	2	0	0	470.309	-17.227514	-65.32462908		
07:12.8	33.14619927	-116.6537265	50.51049805	-5.675885201	12.37982464	-0.018553581		50.51049805	1	2	0	0	470.309	-15.009393	-63.09319936		
07:15.4	33.14607744	-116.6534058	51.34545898	-5.367250919	11.11092091	-0.235496208		51.34545898	1	2	0	0	470.309	-14.951644	-63.03510386		
07:17.9	33.14595356	-116.6531154	50.77429199	-5.183637142	10.20192528	-0.010135219		50.77429199	1	2	0	0	470.309	-15.506507	-63.59329604		
07:20.4	33.1458411	-116.6528477	50.74804688	-4.820268154	9.685592651	0.156412661		50.74804688	1	2	0	0	470.309	-14.909931	-62.99314059		
07:22.8	33.14574363	-116.6526303	50.80480957	-2.87391758	4.869372845	0.180627957		50.80480957	1	2	0	0	470.309	-20.68972	-68.80760832		
07:25.2	33.14571809	-116.652585	50.95275879	0.09128236	-0.328257471	1.192734957		50.95275879	1	2	0	0	470.309	-16.121088	-64.21156453		
07:27.6	33.14572046	-116.652601	53.83081055	0.644328952	-1.553278208	0.195659384		53.83081055	1	2	0	0	470.309	-16.595348	-64.68867009		
07:30.0	33.14577911	-116.6526813	53.41015625	5.039595127	-5.009805202	-0.005210353		53.41015625	1	2	0	0	470.309	-16.820738	-64.91541243		
07:32.4	33.14589968	-116.65283	53.40515137	5.959105968	-6.094048023	0.076274		53.40515137	1	2	0	0	470.309	-16.10726	-64.19765356		
07:34.7	33.14604371	-116.653001	53.32336426	6.952377796	-7.254808426	0.344345927		53.32336426	1	2	0	0	470.309	-18.006893	-66.10868436		
07:37.2	33.14620544	-116.6532001	53.00012207	8.133302689	-7.882480145	0.310744166		53.00012207	1	2	0	0	470.309	-17.637688	-65.73726413		
07:39.6	33.14638596	-116.6534173	53.40917969	8.485192299	-8.397537231	-0.021990854		53.40917969	1	2	0	0	470.309	-17.299006	-65.39655004		
07:42.1	33.14658052	-116.6536505	53.21057129	8.812064171	-8.533070564	0.071786083		53.21057129	1	2	0	0	470.309	-16.371098	-64.46307459		
07:44.6	33.14677537	-116.6538678	53.52233887	8.244654655	-7.853143692	-0.15047133		53.52233887	1	2	0	0	470.309	-16.012827	-64.10265396		
07:47.0	33.14692384	-116.6541001	53.44030762	5.603644848	-9.248967171	0.091344178		53.44030762	1	2	0	0	470.309	-15.977709	-64.06732525		
07:49.5	33.14705139	-116.6543327	53.65563965	6.481252193	-7.913462639	0.114841893		53.65563965	1	2	0	0	470.309	-17.747978	-65.84821587		
07:51.9	33.14720972	-116.6545221	53.45080566	7.036559582	-8.242888451	0.07127472		53.45080566	1	2	0	0	470.309	-18.723454	-66.82954472		
07:54.3	33.14736908	-116.654772	53.52490234	7.810790062	-10.64907646	0.236690506		53.52490234	1	2	0	0	470.309	-17.986805	-66.08847583		
07:56.7	33.14754367	-116.6550569	54.06066895	8.202497482	-11.64698124	-0.384333521		54.06066895	1	2	0	0	470.309	-16.614994	-64.70843396		
07:59.1	33.14771793	-116.6553688	53.52514648	7.85806942	-11.95240879	-0.044522308		53.52514648	1	2	0	0	470.309	-14.280126	-62.35955676		
08:01.5	33.14790191	-116.6556637	53.28710938	9.876957893	-9.826301575	0.60787338		53.28710938	1	2	0	0	470.309	-18.377142	-66.48115485		
08:03.9	33.14814547	-116.6558566	54.42919922	11.64032936	-5.908174515	-0.334736943		54.42919922	1	2	0	0	470.309	-14.874796	-62.95779478		
08:06.3	33.14837933	-116.6560385	54.25	10.11450195	-9.200518608	-0.071850523		54.25	1	2	0	0	470.309	-17.590429	-65.68972157		
08:08.7	33.14857742	-116.6562924	53.83081055	7.577322483	-9.396440506	1.05131793		53.83081055	1	2	0	0	470.309	-16.90098	-64.99613588		
08:11.2	33.14875271	-116.6565097	54.33825684	9.535403252	-7.283593655	0.161564961		54.33825684	1	2	0	0	470.309	-18.808283	-66.9148827		
08:13.6	33.1489804	-116.6566841	54.64624023	11.03581715	-6.397862911	-0.113390155		54.64624023	1	2	0	0	470.309	-18.903151	-67.01031991		
08:16.0	33.14920267	-116.6568703	54.91345215	8.031785965	-8.988227844	-0.13269411		54.91345215	1	2	0	0	470.309	-17.815596	-65.91623958		
08:18.5	33.14932542	-116.6571437	54.68225098	4.432611942	-10.82868958	-0.038790233		54.68225098	1	2	0	0	470.309	-17.910093	-66.01130356		
08:20.9	33.14940881	-116.6574261	54.92980957	3.920363426	-10.98742008	0.05067284		54.92980957	1	2	0	0	470.309	-15.011149	-63.09496589		
08:23.3	33.14950213	-116.6577078	54.54504395	5.011561871	-11.40541744	0.063353717		54.54504395	1	2	0	0	470.309	-12.233638	-60.30078983		
08:25.8	33.14961859	-116.6580074	54.36938477	5.533200264	-11.24056625	0.27127099		54.36938477	1	2	0	0	470.309	-17.544903	-65.64392242		
08:28.2	33.14975713	-116.658296	54.21813965	6.404098988	-10.70638657	0.426876009		54.21813965	1	2	0	0	470.309	-15.053701	-63.13777321		
08:30.7	33.14989268	-116.6585663	54.45898438	6.544624805	-9.876811981	-0.334815085		54.45898438	1	2	0	0	470.309	-15.607094	-63.69448656		
08:33.1	33.15007976	-116.6588042	54.74865723	10.44241333	-8.831007957	0.032201998		54.74865723	1	2	0	0	470.309	-15.774017	-63.8624111		
08:35.6	33.15031784	-116.6590378	54.78405762	10.28145885	-8.342539787	0.136824906		54.78405762	1	2	0	0	470.309	-14.180621	-62.25945473		
08:38.0	33.15052489	-116.6592426	54.35839844	9.599793434	-8.141936302	0.058891892		54.35839844	1	2	0	0	470.309	-15.578803	-63.66602582		
08:40.4	33.15074552	-116.6594677	54.88806152	10.4362154	-9.004088402	0.14125064		54.88806152	1	2	0	0	470.309	-17.921173	-66.02245004		
08:42.8	33.15097742	-116.6597032	55.34863281	10.71968842	-9.678149223	-0.012682411		55.34863281	1	2	0	0	470.309	-16.980829	-65.07646397		
08:45.2	33.15122073	-116.6599618	54.73913574	10.74487782	-9.511263847	1.075132489		54.73913574	1	2	0	0	470.309	-16.297094	-64.38862656		
08:47.6	33.15144205	-116.6601713	54.04125977	10.23398495	-7.168674469	0.213450328		54.04125977	1	2	0	0	470.309	-14.047889	-62.12592633		
08:50.0	33.15166192	-116.6603823	54.8984375	9.594456673	-8.369991302	-0.070088394		54.8984375	1	2	0	0	470.309	-18.895967	-67.0030928		
